indicatorId,geoUnit,year,value,qualifier,z_score
MOR.5T8.40510,DZA,2020,2.07217001914978,,-0.20615138418992085
MOR.5T8.40510,DZA,2021,2.159169912338257,UIS_EST,-0.20335792314256168
MOR.5T8.40510,ECA: AMU (UNSDCode:98111),2015,3.555490016937256,,-0.15852377819261798
MOR.5T8.40510,ECA: AMU (UNSDCode:98111),2016,3.530879974365234,,-0.1593139768098721
MOR.5T8.40510,ECA: AMU (UNSDCode:98111),2017,3.629199981689453,,-0.1561570406278786
MOR.5T8.40510,ECA: AMU (UNSDCode:98111),2018,3.726809978485107,,-0.15302290202277938
MOR.5T8.40510,ECA: AMU (UNSDCode:98111),2019,3.814990043640137,,-0.150191547085015
MOR.5T8.40510,ECA: AMU (UNSDCode:98111),2020,4.013010025024414,,-0.14383336566291374
MOR.5T8.40510,ECA: AMU (UNSDCode:98111),2021,4.17218017578125,,-0.13872260518096408
MOR.5T8.40510,ECA: African Union Commission (UNSDCode:98106),2015,3.665349960327148,UIS_EST,-0.15499630866044392
